issue	created_at	state_at_snapshot	class	owner	reason	title
#10324	2026-07-10T16:28:53Z	open	5	#10463	title:eltype	Bug: sjulia accepts API shapes upstream Julia rejects (bytes2hex non-UInt8 eltype, positional rsplit limit, Memory{T}(n), capitalized Int128"..."/UInt128"...")
#10325	2026-07-10T16:30:17Z	open	5	#10463	title:generator	check_audit_negative_selftest.sh FAILs on main: check_generator_trait_matrix.sh skiplist ratchet has 12 rows of slack, so the negative control trips the staleness branch instead
#10332	2026-07-10T16:56:54Z	open	4	#10462	title:cache	Cache build fingerprint misses serde-shape changes in dependency crates (subset_julia_vm_types/_bytecode/_ir)
#10333	2026-07-10T16:57:53Z	open	4	#10462	explicit-ref-#10265	[bug] cache-restore 後の compile context で inference_global_types が常に空 — fresh compile と reflection 結果が乖離する (#10265 棚卸し)
#10334	2026-07-10T17:01:05Z	open	4	#10462	explicit-ref-#10265	[bug] cache-restore の disable_*_specialization 再導出が fresh 検出と乖離 — モジュール内 override / alias receiver を取りこぼす (#10265 棚卸し)
#10335	2026-07-10T17:01:07Z	open	4	#10462	explicit-ref-#10265	[bug] seeded PROGRAM_CACHE ヒットは compile_context: None のまま返る — fresh compile と context 有無が乖離 (#10265 棚卸し)
#10336	2026-07-10T17:01:09Z	open	4	#10462	explicit-ref-#10265	[bug] .sjvmbc restore で prelude 由来の Base type alias (Bottom 等) が compile context から欠落する (#5065 の cache-restore 版)
#10337	2026-07-10T17:01:11Z	open	4	#10462	explicit-ref-#10265	[bug] cache-restore の struct_table/parametric_structs がモジュール struct の bare-name alias と parent qualification を失う (#10265 parity テスト実測)
#10338	2026-07-10T17:01:59Z	open	0	#10338	self-owned/no-structural-match	Outer @testset summary line does not aggregate nested testset counts (and is duplicated)
#10339	2026-07-10T17:12:28Z	open	4	#10462	explicit-ref-#10265	[bug] .sjvmbc ロードは compile_context 以外の deserialize 側 hydration (promotion registry replay / main_scope_names) を行わない (#10265 codex review)
#10341	2026-07-10T17:22:01Z	open	4	#10462	explicit-ref-#10265	[bug] Base-cache lane の build_struct_tables スキップ分岐がモジュール struct の bare-name alias を登録しない — cache 有無で bare 名解決が変わる (#10265 parity テスト実測)
#10342	2026-07-10T17:32:52Z	open	1	#10459	explicit-ref-#10279	Bug: later sibling module's same-named struct retroactively clobbers an earlier module's struct identity (subtype to declared abstract parent silently becomes false)
#10343	2026-07-10T17:33:29Z	open	0	#10343	self-owned/no-structural-match	Bug: inference/reflection APIs (Base.infer_return_type, return_types, code_typed, infer_effects, infer_exception_type, methods, applicable) give wrong or failing results for functions defined inside a module
#10344	2026-07-10T17:34:10Z	open	7	#10465	title:fixture	Bug: Main-green code crashes or fails to compile when wrapped in a module: pop! piracy fallback hits VM stack underflow; (<:) arity fixture hits NoMethodFound(lt); loop-narrowing fixtures hit out-of-bounds (module-wrap sweep umbrella)
#10345	2026-07-10T17:39:49Z	open	1	#10459	explicit-ref-#10279	Bug: @testset-local where-form function in one module resolves to a same-named @testset-local function from a LATER sibling module (fresh regression on main)
#10346	2026-07-10T17:39:59Z	open	0	#10346	self-owned/no-structural-match	Prevent module-body helper collection gaps for lifted expression helpers
#10351	2026-07-10T18:05:26Z	open	0	#10351	self-owned/no-structural-match	Bug: multi-arg println/print writes earlier args before evaluating later args (argument side-effect order diverges)
#10354	2026-07-10T18:05:48Z	open	8	#10813	title:@test_throws	Bug: @test_throws ignores the expected exception type — a wrong-type exception is recorded as Pass (upstream records Fail)
#10356	2026-07-10T18:10:56Z	open	0	#10356	self-owned/no-structural-match	Prevention: keep array == and isequal fallback semantics separated
#10363	2026-07-10T20:32:30Z	open	0	#10363	self-owned/no-structural-match	Bug: module-scope Ref index-assignment corrupts Int64 to Float64
#10368	2026-07-10T20:45:06Z	open	0	#10368	self-owned/no-structural-match	Bug: infer_effects reports terminates=true for println reached via ternary/short-circuit, unlike top-level or if/else
#10369	2026-07-10T20:45:17Z	open	1	#10459	title:shadow	Bug: user-defined macro (VM-backed macro_runtime path) catch variable leaks into enclosing scope, shadowing same-named global
#10370	2026-07-10T20:47:17Z	closed	3	#10461	title:callable	Bug: struct literally written inside a user-defined macro's quote lowers but constructor is not callable
#10373	2026-07-10T20:48:28Z	open	0	#10373	self-owned/no-structural-match	Bug: anonymous covariant where-bound shorthand (Vector{<:Undefined}) silently accepts an undefined name instead of UndefVarError
#10374	2026-07-10T20:48:28Z	open	0	#10374	self-owned/no-structural-match	Bug: unqualified redefinition of a Base function name silently falls back to Base instead of erroring
#10375	2026-07-10T20:50:53Z	closed	6	#10464	title:lowering	Bug: pending_doc leaks across ConstStatement/@kwdef/type-alias/catch-all in both lowering entry points, misattributing docstrings
#10378	2026-07-10T21:06:44Z	open	0	#10378	self-owned/no-structural-match	Bug: trailing ;;/;;;/... array-literal separators drop dimension instead of padding shape with size-1 dims
#10380	2026-07-10T21:08:53Z	open	0	#10380	self-owned/no-structural-match	Bug: single-';'-separated all-scalar array literal ([1;2;3]) produces (N,1) Matrix instead of (N,) Vector
#10383	2026-07-10T21:13:28Z	open	1	#10459	explicit-ref-#10279	build_struct_tables field types + register_inner_constructors ctor params still use raw struct_table (2 residual sites from #10258)
#10385	2026-07-10T21:24:06Z	open	0	#10385	self-owned/no-structural-match	Bug: println/show of rank>=3 Array prints internal MemoryRef representation instead of upstream's nested ;;;-literal format
#10395	2026-07-10T22:16:33Z	open	1	#10459	title:same-name	Bug: two same-named let-root helpers in the same module (or same Main-level scope) still collide
#10396	2026-07-10T22:18:34Z	open	0	#10396	self-owned/no-structural-match	Bug: declaration-position (function-signature) where-bound with an undefined name is silently accepted
#10398	2026-07-10T22:28:05Z	open	0	#10398	self-owned/no-structural-match	Bug: sjulia leniently accepts array-literal separator forms upstream ParseErrors on (space/;; mixing, split ; runs)
#10402	2026-07-10T22:42:54Z	open	0	#10402	self-owned/no-structural-match	struct nested in let/begin inside a function (itself nested, with a macro call in the function body) is silently accepted instead of rejected
#10404	2026-07-10T23:12:22Z	closed	0	#10404	self-owned/no-structural-match	Bug: Vector{T}((tuple)) MethodError carries wrong f field (String instead of the constructor DataType)
#10405	2026-07-10T23:12:50Z	open	3	#10461	title:callable	Bug: first-class parametric array constructors (Vector{T}/Array as a callable value) diverge from direct syntax
#10406	2026-07-10T23:13:14Z	open	3	#10461	title:hof	Bug: HOF (map) dispatch failures raise an uncatchable Runtime error instead of a catchable MethodError
#10407	2026-07-10T23:24:04Z	open	0	#10407	self-owned/no-structural-match	Bug: where-clause type parameter name colliding with a builtin type name is not bound/dispatched correctly
#10410	2026-07-10T23:46:31Z	open	1	#10459	explicit-ref-#10279	Bug: isa ignores outer where-bound variable in chained bound
#10412	2026-07-10T23:55:43Z	closed	2	#10460	title:typevar	Bug: Vector.body.parameters[1] / Dict.body.body.parameters no longer === the matching TypeVar (regressed by #10403)
#10418	2026-07-11T00:21:30Z	open	3	#10461	title:runtime specializer	Prevention: audit runtime specializer callee-name fast paths for local shadowing
#10420	2026-07-11T00:26:27Z	open	2	#10460	title:unionall	Prevention: keep UnionAll TypeVar projection identity owner-scoped
#10422	2026-07-11T00:40:17Z	open	2	#10460	title:parametric	Bug: Core.apply_type reapplies concrete parametric DataType instead of erroring
#10423	2026-07-11T00:55:49Z	open	0	#10423	self-owned/no-structural-match	Bug: module-wrapped first-class ntuple loses Base.identity lookup
#10424	2026-07-11T01:00:30Z	open	0	#10424	self-owned/no-structural-match	Bug: Base function as a keyword-argument default fails (UndefVarError) when the function has positional parameters — regression
#10425	2026-07-11T01:07:33Z	open	0	#10425	self-owned/no-structural-match	Bug: struct-backed colon ranges regress mixed Int/BigInt iteration (all/any) + native_range accessors order-dependence (post-#10388)
#10431	2026-07-11T01:32:56Z	open	6	#10464	title:destructur	Bug: assignment-statement tail-position value propagation is unsound for IndexAssign/FieldAssign/DictAssign/DestructuringAssign (index/field/dict/tuple-destructure)
#10433	2026-07-11T01:52:58Z	open	7	#10465	title:audit	Bug: check_no_new_domain_builtins.sh Layer-2 builtin LOC audit fails on origin/main
#10440	2026-07-11T02:07:23Z	open	7	#10465	title:ratchet	Layer-2 builtin LOC ratchet drifted again without a bump (third #10247-class instance)
#10442	2026-07-11T02:09:58Z	open	5	#10463	explicit-ref-#10050	Bug: array comprehension over Iterators.partition falls back to getindex instead of iterate protocol
#10444	2026-07-11T02:19:31Z	open	6	#10464	title:destructur	Bug: independent literal-tuple destructuring (a,b)=(1,2) in tail position still returns last element, not the tuple
#10445	2026-07-11T02:20:31Z	open	1	#10459	explicit-ref-#10279	Bug: user's concrete module struct silently hijacks a same-named Base PARAMETRIC struct's bare constructor (Enumerate analog of #10220)
#10447	2026-07-11T02:24:21Z	open	3	#10461	title:hof	Bug: identity (and other Base function args) UndefVarError when passed through a first-class function argument to a builtin HOF like ntuple
