path	line	policy	family	issue	rationale	ccall_site
base/show.jl	1542	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	is_id_start_char(c::AbstractChar) = ccall(:jl_id_start_char, Cint, (UInt32,), c) != 0
base/show.jl	1543	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	is_id_char(c::AbstractChar) = ccall(:jl_id_char, Cint, (UInt32,), c) != 0
base/show.jl	1575	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	is_op_suffix_char(c::AbstractChar) = ccall(:jl_op_suffix_char, Cint, (UInt32,), c) != 0
base/show.jl	1577	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	_isoperator(s) = ccall(:jl_is_operator, Cint, (Cstring,), s) != 0
base/show.jl	1603	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	isunaryoperator(s::Symbol) = ccall(:jl_is_unary_operator, Cint, (Cstring,), s) != 0
base/show.jl	1604	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	is_unary_and_binary_operator(s::Symbol) = ccall(:jl_is_unary_and_binary_operator, Cint, (Cstring,), s) != 0
base/show.jl	1605	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	is_syntactic_operator(s::Symbol) = ccall(:jl_is_syntactic_operator, Cint, (Cstring,), s) != 0
base/show.jl	1655	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	operator_precedence(s::Symbol) = Int(ccall(:jl_operator_precedence, Cint, (Cstring,), s))
base/stacktraces.jl	110	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	infos = ccall(:jl_lookup_code_address, Any, (Ptr{Cvoid}, Cint), pointer, false)::Core.SimpleVector
base/staticdata.jl	501	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_promote_mi_to_current, Cvoid, (Any, UInt, UInt), mi, minworld[], world)
base/stat.jl	95	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(UInt32) : ccall(:jl_stat_dev,     UInt32,  (Ptr{UInt8},), buf),
base/stat.jl	96	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(UInt32) : ccall(:jl_stat_ino,     UInt32,  (Ptr{UInt8},), buf),
base/stat.jl	97	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(UInt32) : ccall(:jl_stat_mode,    UInt32,  (Ptr{UInt8},), buf),
base/stat.jl	98	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(UInt32) : ccall(:jl_stat_nlink,   UInt32,  (Ptr{UInt8},), buf),
base/stat.jl	99	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(UInt32) : ccall(:jl_stat_uid,     UInt32,  (Ptr{UInt8},), buf),
base/stat.jl	100	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(UInt32) : ccall(:jl_stat_gid,     UInt32,  (Ptr{UInt8},), buf),
base/stat.jl	101	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(UInt32) : ccall(:jl_stat_rdev,    UInt32,  (Ptr{UInt8},), buf),
base/stat.jl	102	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(UInt64) : ccall(:jl_stat_size,    UInt64,  (Ptr{UInt8},), buf),
base/stat.jl	103	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(UInt64) : ccall(:jl_stat_blksize, UInt64,  (Ptr{UInt8},), buf),
base/stat.jl	104	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(UInt64) : ccall(:jl_stat_blocks,  UInt64,  (Ptr{UInt8},), buf),
base/stat.jl	105	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(Float64) : ccall(:jl_stat_mtime,   Float64, (Ptr{UInt8},), buf),
base/stat.jl	106	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ioerrno != 0 ? zero(Float64) : ccall(:jl_stat_ctime,   Float64, (Ptr{UInt8},), buf),
base/stat.jl	191	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	stat_buf = fill!(Memory{UInt8}(undef, Int(ccall(:jl_sizeof_stat, Int32, ()))), 0x00)
base/stat.jl	192	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	r = ccall($(Expr(:quote, sym)), Int32, ($(esc(arg1type)), Ptr{UInt8}), $(esc(arg)), stat_buf)
base/stat.jl	377	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	r = ccall(:jl_fs_access, Cint, (Cstring, Cint), path, F_OK)
base/stream.jl	196	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	err = ccall(:uv_pipe_init, Cint, (Ptr{Cvoid}, Ptr{Cvoid}, Cint), eventloop(), pipe.handle, 0)
base/stream.jl	206	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	err = ccall(:uv_pipe_open, Int32, (Ptr{Cvoid}, OS_HANDLE), pipe.handle, fd)
base/stream.jl	240	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	tty.ispty = ccall(:jl_ispty, Cint, (Ptr{Cvoid},), handle) != 0
base/stream.jl	249	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	err = ccall(:uv_tty_init, Int32, (Ptr{Cvoid}, Ptr{Cvoid}, OS_HANDLE, Int32),
base/stream.jl	274	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	return ccall(:uv_is_readable, Cint, (Ptr{Cvoid},), io.handle) != 0
base/stream.jl	280	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	return ccall(:uv_is_writable, Cint, (Ptr{Cvoid},), io.handle) != 0
base/stream.jl	292	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	t = ccall(:jl_uv_handle_type, Int32, (Ptr{Cvoid},), handle)
base/stream.jl	295	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	fd = ccall(:jl_uv_file_handle, OS_HANDLE, (Ptr{Cvoid},), handle)
base/stream.jl	300	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	fd = ccall(:_open_osfhandle, RawFD, (WindowsRawSocket, Int32), fd, 0)
base/stream.jl	332	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	t = ccall(:uv_guess_handle, Cint, (OS_HANDLE,), h)
base/stream.jl	337	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	h = ccall(:_open_osfhandle, RawFD, (WindowsRawSocket, Int32), h, 0)
base/stream.jl	349	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	if ccall(:jl_ispty, Cint, (Ptr{Cvoid},), io.handle) != 0
base/stream.jl	370	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ccall(:_close, Cint, (RawFD,), fd) # on success, destroy the old libc handle
base/stream.jl	373	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ccall(:CloseHandle, stdcall, Cint, (OS_HANDLE,), h) # on failure, destroy the new nt handle
base/stream.jl	445	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	err = ccall(:uv_shutdown, Int32, (Ptr{Cvoid}, Ptr{Cvoid}, Ptr{Cvoid}),
base/stream.jl	478	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	if status < 0 || ccall(:uv_is_readable, Cint, (Ptr{Cvoid},), s.handle) == 0
base/stream.jl	505	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_forceclose_uv, Cvoid, (Ptr{Cvoid},), stream.handle)
base/stream.jl	509	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_close_uv, Cvoid, (Ptr{Cvoid},), stream.handle)
base/stream.jl	525	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_forceclose_uv, Cvoid, (Ptr{Cvoid},), uv.handle)
base/stream.jl	528	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_close_uv, Cvoid, (Ptr{Cvoid},), uv.handle)
base/stream.jl	603	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	Base.uv_error("size (TTY)", ccall(:uv_tty_get_winsize,
base/stream.jl	645	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_uv_buf_set_len, Cvoid, (Ptr{Cvoid}, Csize_t), buf, 0)
base/stream.jl	665	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_uv_buf_set_base, Cvoid, (Ptr{Cvoid}, Ptr{Cvoid}), buf, data)
base/stream.jl	666	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_uv_buf_set_len, Cvoid, (Ptr{Cvoid}, Csize_t), buf, newsize)
base/stream.jl	672	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	nrequested = ccall(:jl_uv_buf_len, Csize_t, (Ptr{Cvoid},), buf)
base/stream.jl	685	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	elseif !(stream isa PipeEndpoint) && ccall(:uv_is_writable, Cint, (Ptr{Cvoid},), stream.handle) != 0
base/stream.jl	689	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_close_uv, Cvoid, (Ptr{Cvoid},), stream.handle)
base/stream.jl	697	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_close_uv, Cvoid, (Ptr{Cvoid},), stream.handle)
base/stream.jl	715	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ccall(:uv_read_stop, Cint, (Ptr{Cvoid},), stream)
base/stream.jl	816	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	err = ccall(:uv_pipe_open, Int32, (Ptr{Cvoid}, OS_HANDLE), p.handle, handle)
base/stream.jl	845	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	err = ccall(:uv_pipe, Int32, (Ptr{Pair{OS_HANDLE, OS_HANDLE}}, Cint, Cint),
base/stream.jl	855	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ccall(:CloseHandle, stdcall, Cint, (WindowsRawSocket,), handle)
base/stream.jl	860	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ccall(:close, Cint, (RawFD,), handle)
base/stream.jl	878	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ret = ccall(:uv_read_start, Cint, (Ptr{Cvoid}, Ptr{Cvoid}, Ptr{Cvoid}),
base/stream.jl	903	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ccall(:uv_read_stop, Cint, (Ptr{Cvoid},), stream)
base/stream.jl	1114	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	err = ccall(:jl_uv_write,
base/stream.jl	1228	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	err = ccall(:uv_fileno, Int32, (Ptr{Cvoid}, Ptr{OS_HANDLE}), x.handle, fd)
base/stream.jl	1248	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ccall(:SetStdHandle, stdcall, Int32, (Int32, OS_HANDLE),
base/strings/basic.jl	365	A	string-memory	#9570	Memory/string primitives must be VM-owned or pure-Rust helpers, not arbitrary native calls.	Int(sign(ccall(:strcmp, Int32, (Cstring, Cstring), a, b)))
base/strings/cstring.jl	79	A	string-memory	#9570	Memory/string primitives must be VM-owned or pure-Rust helpers, not arbitrary native calls.	C_NULL != ccall(:memchr, Ptr{Cchar}, (Ptr{Cchar}, Cint, Csize_t), p, 0, len)
base/strings/cstring.jl	108	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	if ccall(:jl_get_UNAME, Any, ()) === :NT
base/strings/search.jl	93	A	string-memory	#9570	Memory/string primitives must be VM-owned or pure-Rust helpers, not arbitrary native calls.	q = ccall(:memchr, Ptr{UInt8}, (Ptr{UInt8}, Int32, Csize_t), p+i-fst, b, n_bytes)
base/strings/search.jl	146	A	string-memory	#9570	Memory/string primitives must be VM-owned or pure-Rust helpers, not arbitrary native calls.	q = ccall(:memrchr, Ptr{UInt8}, (Ptr{UInt8}, Int32, Csize_t), p, b, i-fst+1)
base/strings/string.jl	66	C	docs-example	#9570	Commented/documentation-only native call text is not a shipped sjulia surface.	#return ccall(:jl_array_to_string, Ref{String}, (Any,), v)
base/strings/string.jl	71	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	str = ccall(:jl_genericmemory_to_string, Ref{String}, (Any, Int), ref.mem, len)
base/strings/string.jl	73	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	str = ccall(:jl_pchar_to_string, Ref{String}, (Ptr{UInt8}, Int), ref, len)
base/strings/string.jl	84	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	isempty(m) ? "" : ccall(:jl_genericmemory_to_string, Ref{String}, (Any, Int), m, length(m))
base/strings/string.jl	99	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_pchar_to_string, Ref{String}, (Ptr{UInt8}, Int), p, len)
base/strings/string.jl	103	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_cstr_to_string, Ref{String}, (Ptr{UInt8},), p)
base/strings/string.jl	120	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	unsafe_wrap(::Type{Memory{UInt8}}, s::String) = ccall(:jl_string_to_genericmemory, Ref{Memory{UInt8}}, (Any,), s)
base/strings/substring.jl	140	A	string-memory	#9570	Memory/string primitives must be VM-owned or pure-Rust helpers, not arbitrary native calls.	ccall(memhash, UInt, (Ptr{UInt8}, Csize_t, UInt32), s, sizeof(s), h % UInt32) + h
base/strings/substring.jl	196	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	return ccall(:jl_symbol_n, Ref{Symbol}, (Ptr{UInt8}, Int), s, sizeof(s))
base/strings/unicode.jl	148	A	unicode-utf8proc	#9570	Unicode/utf8proc behavior must be mirrored by VM-owned or pure-Rust Unicode support, not arbitrary native calls.	utf8proc_error(result) = error(unsafe_string(ccall(:utf8proc_errmsg, Cstring, (Cssize_t,), result)))
base/strings/unicode.jl	155	A	unicode-utf8proc	#9570	Unicode/utf8proc behavior must be mirrored by VM-owned or pure-Rust Unicode support, not arbitrary native calls.	ret = ccall(:utf8proc_decompose, Int, (Ptr{UInt8}, Int, Ptr{UInt8}, Int, Cint),
base/strings/unicode.jl	161	A	unicode-utf8proc	#9570	Unicode/utf8proc behavior must be mirrored by VM-owned or pure-Rust Unicode support, not arbitrary native calls.	ret = ccall(:utf8proc_decompose_custom, Int, (Ptr{UInt8}, Int, Ptr{UInt8}, Int, Cint, Ptr{Cvoid}, Ref{F}),
base/strings/unicode.jl	172	A	unicode-utf8proc	#9570	Unicode/utf8proc behavior must be mirrored by VM-owned or pure-Rust Unicode support, not arbitrary native calls.	nbytes = ccall(:utf8proc_reencode, Int, (Ptr{UInt8}, Int, Cint), buffer, nwords, options)
base/strings/unicode.jl	274	A	unicode-utf8proc	#9570	Unicode/utf8proc behavior must be mirrored by VM-owned or pure-Rust Unicode support, not arbitrary native calls.	Int(ccall(:utf8proc_charwidth, Cint, (UInt32,), c))
base/strings/unicode.jl	309	A	unicode-utf8proc	#9570	Unicode/utf8proc behavior must be mirrored by VM-owned or pure-Rust Unicode support, not arbitrary native calls.	T(ccall(:utf8proc_tolower, UInt32, (UInt32,), c))
base/strings/unicode.jl	330	A	unicode-utf8proc	#9570	Unicode/utf8proc behavior must be mirrored by VM-owned or pure-Rust Unicode support, not arbitrary native calls.	T(ccall(:utf8proc_toupper, UInt32, (UInt32,), c))
base/strings/unicode.jl	355	A	unicode-utf8proc	#9570	Unicode/utf8proc behavior must be mirrored by VM-owned or pure-Rust Unicode support, not arbitrary native calls.	T(ccall(:utf8proc_totitle, UInt32, (UInt32,), c))
base/strings/unicode.jl	374	A	unicode-utf8proc	#9570	Unicode/utf8proc behavior must be mirrored by VM-owned or pure-Rust Unicode support, not arbitrary native calls.	unsafe_string(ccall(:utf8proc_category_string, Cstring, (UInt32,), c))
base/strings/unicode.jl	796	A	unicode-utf8proc	#9570	Unicode/utf8proc behavior must be mirrored by VM-owned or pure-Rust Unicode support, not arbitrary native calls.	ccall(:utf8proc_grapheme_break, Bool, (UInt32, UInt32), c1, c2)
base/strings/unicode.jl	806	A	unicode-utf8proc	#9570	Unicode/utf8proc behavior must be mirrored by VM-owned or pure-Rust Unicode support, not arbitrary native calls.	ccall(:utf8proc_grapheme_break_stateful, Bool,
base/summarysize.jl	11	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	nth_pointer_isdefined(obj, i::Int) = ccall(:jl_nth_pointer_isdefined, Cint, (Any, Csize_t), obj, i-1) != 0
base/summarysize.jl	12	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	get_nth_pointer(obj, i::Int) = ccall(:jl_get_nth_pointer, Any, (Any, Csize_t), obj, i-1)
base/summarysize.jl	99	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	key = ccall(:jl_value_ptr, Ptr{Cvoid}, (Any,), obj)
base/summarysize.jl	122	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	key = ccall(:jl_value_ptr, Ptr{Cvoid}, (Any,), obj)
base/sysimg.jl	9	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_init_restored_module, Cvoid, (Any,), Base)
base/sysimg.jl	135	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_clear_implicit_imports, Cvoid, (Any,), Main)
base/sysinfo.jl	50	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	global BINDIR::String = ccall(:jl_get_julia_bindir, Any, ())::String
base/sysinfo.jl	81	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	const ARCH = ccall(:jl_get_ARCH, Any, ())::Symbol
base/sysinfo.jl	89	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	const KERNEL = ccall(:jl_get_UNAME, Any, ())::Symbol
base/sysinfo.jl	158	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	env_threads = Int(ccall(:jl_cpu_threads, Int32, ()))
base/sysinfo.jl	163	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	Int(ccall(:jl_cpu_threads, Int32, ()))
base/sysinfo.jl	165	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	global SC_CLK_TCK = ccall(:jl_SC_CLK_TCK, Clong, ())
base/sysinfo.jl	166	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	global CPU_NAME = ccall(:jl_get_cpu_name, Ref{String}, ())
base/sysinfo.jl	167	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	global JIT = ccall(:jl_get_JIT, Ref{String}, ())
base/sysinfo.jl	168	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	global PAGESIZE = Int(Sys.isunix() ? ccall(:jl_getpagesize, Clong, ()) : ccall(:jl_getallocationgranularity, Clong, ()))
base/sysinfo.jl	175	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	global BINDIR = ccall(:jl_get_julia_bindir, Any, ())::String
base/sysinfo.jl	305	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	err = ccall(:uv_cpu_info, Int32, (Ptr{Ptr{UV_cpu_info_t}}, Ptr{Int32}), UVcpus, count)
base/sysinfo.jl	311	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ccall(:uv_free_cpu_info, Cvoid, (Ptr{UV_cpu_info_t}, Int32), UVcpus[], count[])
base/sysinfo.jl	322	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	err = ccall(:uv_uptime, Int32, (Ptr{Float64},), uptime_)
base/sysinfo.jl	334	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	ccall(:uv_loadavg, Cvoid, (Ptr{Float64},), loadavg_)
base/sysinfo.jl	344	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	free_physical_memory() = ccall(:uv_get_free_memory, UInt64, ())
base/sysinfo.jl	352	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	total_physical_memory() = ccall(:uv_get_total_memory, UInt64, ())
base/sysinfo.jl	359	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	free_memory() = ccall(:uv_get_available_memory, UInt64, ())
base/sysinfo.jl	369	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	constrained = ccall(:uv_get_constrained_memory, UInt64, ())
base/sysinfo.jl	385	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	err = ccall(:uv_get_process_title, Cint, (Ptr{UInt8}, Cint), buf, 512)
base/sysinfo.jl	396	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	err = ccall(:uv_set_process_title, Cint, (Cstring,), title)
base/sysinfo.jl	408	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	maxrss() = ccall(:jl_maxrss, Csize_t, ())
base/sysinfo.jl	563	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	verinfo = ccall(:GetVersion, UInt32, ())
base/task.jl	226	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	istaskstarted(t::Task) = ccall(:jl_is_task_started, Cint, (Any,), t) != 0
base/task.jl	255	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	Threads.threadid(t::Task) = Int(ccall(:jl_get_task_tid, Int16, (Any,), t)+1)
base/task.jl	257	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	tpid = ccall(:jl_get_task_threadpoolid, Int8, (Any,), t)
base/task.jl	334	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_task_tid, Cint, (Any, Cint), waiter, tid-1)
base/task.jl	985	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_task_tid, Cint, (Any, Cint), t, tid-1)
base/task.jl	997	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_set_task_tid, Cint, (Any, Cint), t, tid-1)
base/task.jl	1005	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_wakeup_thread, Cvoid, (Int16,), (tid - 1) % Int16)
base/task.jl	1091	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	@inline set_next_task(t::Task) = ccall(:jl_set_next_task, Cvoid, (Any,), t)
base/task.jl	1143	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_switch, Cvoid, ())
base/task.jl	1145	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	undo(ccall(:jl_get_next_task, Ref{Task}, ()))
base/task.jl	1202	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_safe_printf, Cvoid, (Ptr{UInt8}, Int32...),
base/task.jl	1216	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	task = ccall(:jl_task_get_next, Ref{Task}, (Any, Any, Any), trypoptask, W, checktaskempty)
base/task.jl	1236	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	pause() = ccall(:Sleep, stdcall, Cvoid, (UInt32,), 0xffffffff)
base/task.jl	1238	A	os-libuv-io	#9570	If supported, this must be a curated Rust host/OS boundary with WASM+iOS fallbacks.	pause() = ccall(:pause, Cvoid, ())
base/threadcall.jl	46	C	user-native-boundary	#9570	User-visible ccall/threadcall syntax is unsupported by design under the shared WASM+iOS requirement.	push!(body, :(ret = ccall(fptr, $rettype, ($(argtypes...),), $(args...))))
base/threadcall.jl	93	A	julia-runtime	#9570	Julia runtime primitive mirrored by VM/compiler metadata or a curated Rust intrinsic.	ccall(:jl_queue_work, Cvoid,
