# Rust-side semantics classification (Issue #8672, parent #8648).
# Categories: intrinsic (RUST_BOUNDARY_JUSTIFICATION.md conditions 1-3) |
#   perf-measured (condition 4 with recorded benchmark) |
#   perf-pending  (condition 4 candidate, benchmark 計測待ち) |
#   migratable    (Julia-expressible; pure-julia-migration backlog) |
#   pure-julia-first (public name already owned by a Pure Julia definition; Rust is fallback).
# Joined into scripts/inventory_rust_semantics.sh output. Keep sorted by kind, then variant.
kind	key	category	evidence
instr	PairsLength	migratable	upstream `length(::Pairs)` is pure Julia; legacy Rust carrier
instr	PairsValues	migratable	upstream `values(::Pairs)` is pure Julia; legacy Rust carrier
instr	PowF64	migratable	same math-function family as AbsF64; benchmark dispatch-path faster; float-exponent pow delegates to libm equally via Julia dispatch; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	PrintAny	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	PrintAnyNoNewline	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	PrintF64	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	PrintF64NoNewline	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	PrintI64	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	PrintI64NoNewline	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	PrintNewline	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	PrintStr	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	PrintStrNoNewline	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	RandArg	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	RandArray	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	RandF64	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	RandIntArray	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	RandnArg	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	RandnArray	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	RandnF64	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	RangeCollect	perf-measured	condition 4: same range bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	RangeFirst	perf-measured	condition 4: same range bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	RangeGetIndex	perf-measured	condition 4: same range bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	RangeLast	perf-measured	condition 4: same range bench family; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	Rethrow	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	RethrowCurrent	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	RethrowOther	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	RngRandArrayF64	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	RngRandArrayI64	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	RngRandF64	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	RngRandnArrayF64	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	RngRandnF64	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	SeedGlobalRng	intrinsic	condition 1 (RUST_BOUNDARY §2 乱数): RNG state is a VM-shared external resource
instr	SelectF64	perf-measured	condition 4: branchless ifelse(::Bool,::Float64,::Float64) avoids method dispatch; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	SelectI64	perf-measured	condition 4: branchless ifelse(::Bool,::Int64,::Int64) avoids method dispatch; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	SetAdd	migratable	legacy carrier: same as NewSet (Issue #6721)
instr	SetField	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	SetFieldByName	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	SleepF64	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	SleepI64	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	SliceAll	perf-measured	condition 4: full-copy a[:] fast path vs element-wise copy; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	SprintFunc	migratable	upstream sprint is pure Julia (base/strings/io.jl) over IOBuffer; blocked on IOBuffer migration
instr	SqrtF64	migratable	same math-function family as AbsF64; benchmark dispatch-path faster; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	StringConcat	perf-measured	condition 4: no-JIT string concatenation fast path avoids dispatch; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	SubF64	perf-measured	condition 4: same F64-arithmetic bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	SubI64	perf-measured	condition 4: same I64-arithmetic bench family; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	Test	migratable	upstream Test stdlib is pure Julia (stdlib/Test/src/Test.jl)
instr	TestSetBegin	migratable	upstream @testset machinery is pure Julia (stdlib/Test)
instr	TestSetEnd	migratable	upstream @testset machinery is pure Julia (stdlib/Test)
instr	TestThrowsBegin	migratable	upstream @test_throws is pure Julia (stdlib/Test)
instr	TestThrowsEnd	migratable	upstream @test_throws is pure Julia (stdlib/Test)
instr	ThrowError	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	ThrowValue	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	TimeNs	intrinsic	condition 1: IO sink / OS clock-scheduler boundary (typed forms of the print/sleep/time primitives)
instr	ToF64	perf-measured	condition 4: typed →Float64 conversion fast path; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	ToI64	perf-measured	condition 4: typed →Int64 conversion fast path; benches/vm_perf_pending_numeric_benchmark.rs (Issue #9098)
instr	ToStr	perf-measured	condition 4: no-JIT string(x) conversion fast path avoids dispatch; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	ToString	perf-measured	condition 4: no-JIT string(x) generic fast path avoids dispatch; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
instr	TupleFirst	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	TupleGet	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	TupleSecond	intrinsic	condition 3: upstream C builtin equivalent (getfield/setfield!/tuple/svec/apply_type/_expr/new/throw) — VM object layout access
instr	UnwrapRef	intrinsic	legacy/compiler Ref-cell read primitive retained for bytecode/cache compatibility; public `getindex(::Ref)` is a Pure Julia wrapper over `_ref_get` (Issue #8779)
instr	WrapInGenerator	intrinsic	condition 3: compiler-lowered closure/generator machinery (Base.Generator struct itself is pure Julia)
instr	Zero	perf-measured	condition 4: typed zero(T) fast path avoids method dispatch for the zero-element query; benches/vm_perf_pending_collections_benchmark.rs (Issue #9098)
